latitude,longitude,altitude,speed,date,time,stop,humidity,temperature,tyre_pressure,CO2_concentration,CH4_concentration
39.999719,116.327369,0,191,2008-11-01,17:23:55,False,75.09762700785465,31.848754180469754,32.35878554699713,410.6046829469833,1.4348977482198668
39.999715,116.327414,0,189,2008-11-01,17:24:00,False,75.43037873274484,28.995012574079837,31.90739368911209,403.08428469766636,1.0716502967061632
39.999753,116.327453,0,185,2008-11-01,17:24:05,False,75.20552675214329,30.304629337671347,32.073158422217446,409.831601235617,1.3008117452224262
39.999815,116.327521,0,207,2008-11-01,17:24:10,False,75.0897663659938,30.36816772508736,32.79334258608068,404.3955095513581,1.0357100597285719
39.999872,116.327503,0,199,2008-11-01,17:24:15,False,74.84730959867781,30.28900762316349,32.98067789479341,402.77820467758335,1.4393678995410775
39.999882,116.327514,0,20,2008-11-01,17:24:20,True,75.2917882261333,28.892326530562475,31.433793968796948,404.69786644178623,1.1883541079221436
39.999873,116.327274,0,187,2008-11-01,17:24:25,False,74.87517442252539,31.81099604606794,32.3261564062002,406.17979742776873,1.4775715424344251
39.999832,116.327187,0,182,2008-11-01,17:24:30,False,75.78354600156416,29.78850151447051,31.5266447534743,403.21506706027225,0.8195964050444443
39.999835,116.327084,0,177,2008-11-01,17:24:35,False,75.92732552100206,31.38563468988451,31.04130199893146,402.1311375340206,0.8002493347597357
39.999834,116.326976,0,167,2008-11-01,17:24:40,False,74.76688303765155,30.797917101270016,32.516757307672286,399.8945188804848,0.8577239714409939
39.999849,116.326846,0,163,2008-11-01,17:24:45,False,75.58345007616533,29.18974780342053,31.64003430164493,405.021228468494,0.9006007109678433
39.999861,116.326714,0,163,2008-11-01,17:24:50,False,75.05778983950582,31.25519127880991,31.7669277883438,400.8948956700919,1.0967276184306072
39.999934,116.326513,0,129,2008-11-01,17:24:55,False,75.13608912218787,29.58602296338794,32.176634227107215,399.62440164796504,0.8595999457680779
39.99997,116.326346,0,123,2008-11-01,17:25:00,False,75.85119327658532,31.524412788444646,32.66209691047238,402.3728146195263,1.2624858613980487
39.999961,116.32618,0,114,2008-11-01,17:25:05,False,74.14207211639578,30.32509149054344,32.2579636871823,399.40525961154606,1.448308625061378
39.999944,116.325985,0,107,2008-11-01,17:25:10,False,74.17425859940307,31.52694144741941,32.74530131089479,410.95950377837994,1.1675897634806076
39.999952,116.325783,0,109,2008-11-01,17:25:15,False,74.04043679488065,30.770126360311064,31.54708406963127,410.93067050818473,1.4382144194735702
39.999913,116.325583,0,109,2008-11-01,17:25:20,False,75.66523969109588,30.901017119278563,32.59609366782513,403.7446577252941,1.165134060883157
39.999956,116.325422,0,106,2008-11-01,17:25:25,False,75.5563135018997,30.00529752770681,31.371271888611904,399.6716877609251,1.2493122417782025
40.000004,116.325301,0,101,2008-11-01,17:25:30,False,75.74002429649364,31.82433453889289,32.905583313943886,398.8048820112247,1.3042964166752395
40.00006,116.325187,0,92,2008-11-01,17:25:35,False,75.95723668446553,30.57596079691855,32.37497655277563,404.2396177136599,1.2044512563096554
40.000078,116.325099,0,16,2008-11-01,17:25:40,True,78.0,25.0,30.0,411.096002399821,1.2648610016704485
40.000122,116.32504,0,76,2008-11-01,17:25:45,False,74.92295872450586,30.425572856511696,32.894741180977846,405.5017806475418,0.9840267855426945
40.000121,116.325024,0,67,2008-11-01,17:25:50,False,75.56105835257291,28.076772793237332,32.46171161354032,403.48581295337345,1.3582387942613292
40.00012,116.325007,0,67,2008-11-01,17:25:55,False,74.23654885173787,29.2062992666982,31.50788328519005,401.2891295913029,1.2973091666757346
40.000124,116.324995,0,63,2008-11-01,17:26:00,False,75.27984204265505,30.64069414997074,31.426623954734964,398.9368096171521,0.8360155965900486
40.000607,116.324243,0,62,2008-11-01,17:26:05,False,74.2867065748181,29.160310428841772,32.03640142786133,404.767942695558,1.0399238633132755
40.000702,116.324284,0,68,2008-11-01,17:26:10,False,75.88933783409917,30.47206171599537,31.051325436109064,398.56975912579577,1.439304557262122
40.000825,116.324262,0,68,2008-11-01,17:26:15,False,75.04369664350014,29.715074803783065,31.41494015088222,402.2316158141993,1.4736652090504054
40.000892,116.324346,0,73,2008-11-01,17:26:20,False,74.82932387998105,28.5418962568898,31.84937093750301,403.10092973687927,1.1788726488848906
40.000915,116.324366,0,75,2008-11-01,17:26:25,False,74.52911122420926,29.19312930382412,31.748339960668453,406.6881939240254,0.9716988862118666
40.000977,116.324451,0,81,2008-11-01,17:26:30,False,75.54846737886844,30.27985964280506,31.92715084872962,411.1391569797473,1.0782388994032488
40.000994,116.324488,0,87,2008-11-01,17:26:35,False,74.9123006644331,30.36349104499269,31.555257412589462,406.8093540201157,1.3922969175471005
40.000994,116.324488,0,87,2008-11-01,17:26:38,False,75.1368678977373,30.29730099539832,32.17356869291634,400.1218598725868,1.089830548124063
40.000998,116.324493,0,93,2008-11-01,17:26:40,False,74.0375796008727,30.612803279428533,32.72771121184646,408.07579073649845,1.050623855830958
40.001027,116.3245,0,93,2008-11-01,17:26:45,False,75.23527099415175,30.60841308000676,31.235063711924067,408.0260022720931,1.326930482810035
40.001031,116.324512,0,95,2008-11-01,17:26:50,False,75.22419144544484,29.725673741735896,32.034758214308226,400.68262456809697,1.0715113937296699
40.001073,116.324429,0,97,2008-11-01,17:26:55,False,75.23386799374951,31.586186383404254,31.264136212690307,407.1471546651053,1.2740513441923336
40.001091,116.324384,0,96,2008-11-01,17:27:00,False,75.88749615702925,29.470247480191585,32.43371936238519,406.1036649789141,1.334765865630993
40.001196,116.32438,0,88,2008-11-01,17:27:05,False,75.36364059820697,29.743459701062505,31.79211940561459,409.92528133053264,1.497264552211191
40.001339,116.324363,0,79,2008-11-01,17:27:10,False,74.71901580114758,31.56769342006269,32.130842623717015,409.12337119345244,1.0770906856015134
40.001398,116.32434,0,79,2008-11-01,17:27:15,False,74.87406390759868,31.22477595618434,31.36655967242816,403.0334367081277,1.064454775470551
40.001446,116.324328,0,78,2008-11-01,17:27:20,False,75.39526239185453,30.815554334161465,31.28969551868676,401.4920372095877,1.3037839344614846
40.001462,116.324318,0,76,2008-11-01,17:27:25,False,74.12045094325853,28.400907549249204,31.97611256129791,398.63030066590915,1.3548258899840264
40.001618,116.32423,0,73,2008-11-01,17:27:30,False,75.33353343089134,31.677930454978693,31.711225475699912,407.1702009937006,1.3723643238289633
40.001728,116.32418,0,69,2008-11-01,17:27:35,False,75.34127573923632,30.856965198196445,32.88086389050562,407.27490440962407,1.2127592220111307
40.001924,116.324167,0,65,2008-11-01,17:27:40,False,74.42076512214769,31.995388026271467,32.53065050761393,411.6214364765037,0.9134287227348178
40.002186,116.324201,0,65,2008-11-01,17:27:45,False,74.2578525953097,28.59779321863197,32.49732723970109,399.0600274180596,1.0103280698898076
40.002543,116.324314,0,57,2008-11-01,17:27:50,False,74.63085670184837,31.472504229472857,32.80743947949187,399.4222621263748,1.1183303104176094
40.0027,116.324359,0,54,2008-11-01,17:27:55,False,74.72742154188525,28.6499717387055,31.16684487088404,410.8773555028559,1.3147033076625236
40.003122,116.3245,0,51,2008-11-01,17:28:00,False,75.14039354083576,30.462238257135372,32.10438493984481,400.25437037524176,1.0088209038131997
40.003488,116.324526,0,34,2008-11-01,17:28:05,False,74.87720302692465,28.495279931397768,32.16895213791154,408.7269886000308,1.3828054860740693
40.003758,116.324524,0,57,2008-11-01,17:28:10,False,75.97674767611845,31.392032917288937,32.92387275709446,410.29130154510386,1.4738184987306915
40.004125,116.324477,0,42,2008-11-01,17:28:15,False,74.20408962149605,31.229275834900044,31.584295053585095,399.10594017963604,1.0492386843649812
40.004335,116.324487,0,35,2008-11-01,17:28:20,False,74.41775351218966,30.276402954458373,31.481657559830893,403.68136520628883,1.043849780840309
40.004598,116.324419,0,12,2008-11-01,17:28:25,True,78.0,25.0,30.0,413.4695091803153,0.5854060866268121
40.004813,116.324387,0,71,2008-11-01,17:28:30,False,75.30621665093079,28.27666798182055,31.03285925918295,402.2248915577839,1.4759626292474957
40.004989,116.324364,0,76,2008-11-01,17:28:35,False,74.50658320507956,30.789715092578252,32.85905863358438,405.2540933743149,1.1163340320487078
40.005225,116.324372,0,78,2008-11-01,17:28:40,False,74.9326215457126,29.81417073071228,32.339833093181824,406.604457476709,1.3148264407460268
40.005403,116.324367,0,80,2008-11-01,17:28:45,False,74.48885118400321,30.888222397881396,32.57030582404627,400.73854161551316,1.2418755016640268
40.00554,116.324404,0,83,2008-11-01,17:28:50,False,74.31793916729104,31.46552930371452,31.5634602115079,404.3841126629582,0.9637148610444202
40.00577,116.324304,0,83,2008-11-01,17:28:55,False,74.22075028232861,31.902086020011545,32.17282033237265,406.25030348333564,0.8507387749920406
40.005959,116.324296,0,86,2008-11-01,17:29:00,False,75.31265917893055,31.423213369570444,31.12791053224196,403.48931877634163,1.180959512510212
40.006161,116.324294,0,98,2008-11-01,17:29:05,False,74.27636590269722,28.046856336740007,31.971255191869247,408.54946842112605,0.8154485100479553
40.006362,116.324249,0,106,2008-11-01,17:29:10,False,74.3931647233601,29.439912257913456,32.9549902794889,401.42765824335436,0.8601601358422022
40.006524,116.32422,0,113,2008-11-01,17:29:15,False,74.73745034132193,30.919962249696237,32.75301049063318,402.69021325767574,1.3891145496581163
40.006673,116.324126,0,110,2008-11-01,17:29:20,False,75.64198645969587,28.686518709045764,31.67631790367369,406.4062483506011,1.321617626848048
40.006713,116.323936,0,101,2008-11-01,17:29:25,False,74.19420255158612,30.08414642481652,32.923140309083,401.41830983968,1.2582141691472657
40.006723,116.323754,0,93,2008-11-01,17:29:30,False,75.6758898149976,28.217351953357014,31.46340325294241,402.60555103117446,1.4589302978363357
40.00673,116.323539,0,87,2008-11-01,17:29:35,False,74.19219681578792,28.7999860995856,32.89863764483136,410.08216836704975,1.4178392422907695
40.006727,116.323301,0,84,2008-11-01,17:29:40,False,75.9529189300268,28.074087177842458,32.882755409412994,411.32223610711156,0.9692367575972567
40.006723,116.323087,0,82,2008-11-01,17:29:45,False,74.9373024032954,31.17479081342968,32.59840517470478,398.63789690134246,0.8814200737624015
40.006703,116.322862,0,82,2008-11-01,17:29:50,False,75.95352217638067,28.89569875224152,32.26089587373358,406.91703781997074,1.2146804085196971
40.006712,116.322651,0,0,2008-11-01,17:29:55,True,75.2096910394901,29.38140672278761,32.748575933249896,414.6256137477855,0.7119952593420873
40.006707,116.322451,0,69,2008-11-01,17:30:00,False,75.47852715879661,31.712325173862364,31.586040569015594,409.35182187142624,1.0948874049741031
40.006707,116.322258,0,69,2008-11-01,17:30:05,False,74.07837558450863,30.81765760769413,32.697887110625835,402.4776880879048,0.9918600118429721
40.006735,116.32206,0,70,2008-11-01,17:30:10,False,74.56561392515282,28.12735571812523,32.235753383835046,401.97929416715374,1.2834734184909802
40.006748,116.321846,0,71,2008-11-01,17:30:15,False,74.24039312242634,28.65877662599165,31.0264737155178,407.69252428668176,1.0277609857295498
40.006718,116.321619,0,67,2008-11-01,17:30:20,False,74.59228039504428,30.485913605999052,31.69446703586444,405.0913509927086,1.4804843909108465
40.006702,116.321386,0,68,2008-11-01,17:30:25,False,74.2374554379085,30.30891435441667,31.29628172189633,399.5065030499227,0.9819598336462857
40.006758,116.32123,0,81,2008-11-01,17:30:30,False,74.63596635878795,28.951571285498037,32.9636587796365,408.18387111101475,1.435249835804672
40.006917,116.321204,0,92,2008-11-01,17:30:35,False,74.82852598902934,31.736855991699176,31.956740614079976,408.6547531746007,1.344813433644041
40.007069,116.321205,0,100,2008-11-01,17:30:40,False,74.12829499269756,30.455863823863584,31.99478273099733,410.50295956343655,1.2164452984487621
40.00721,116.321201,0,105,2008-11-01,17:30:45,False,75.38494423874003,30.142531212099836,32.278945032797445,398.7207390000048,1.175234363886829
40.007371,116.321136,0,107,2008-11-01,17:30:50,False,75.13320290841315,30.359639905418284,31.73716921225924,401.3999503730457,0.8696628515169036
40.007423,116.320996,0,107,2008-11-01,17:30:55,False,74.5307789818789,30.92048811806708,31.2738005433712,401.48542200547513,1.439948105230637
40.007425,116.320809,0,107,2008-11-01,17:31:00,False,75.0464961069334,29.24777998191841,32.644235466388494,400.11222510849774,1.1922287335563646
40.007417,116.320627,0,107,2008-11-01,17:31:05,False,74.18788102151689,29.59288424886437,31.37969582380552,402.51903959238354,1.1946730349651142
40.007385,116.320424,0,107,2008-11-01,17:31:10,False,75.15189299111236,28.83937499590049,32.02263796509291,398.81911665285844,1.1790817464417448
40.007395,116.320235,0,104,2008-11-01,17:31:15,False,75.85859239515243,28.744772023521342,31.44863405794948,402.98012676591355,0.8539879738421848
40.00739,116.320049,0,4,2008-11-01,17:31:20,True,74.63713790490264,31.77748955993573,31.19568896898807,423.66311143331376,0.26126756200628
40.007439,116.319895,0,106,2008-11-01,17:31:25,False,75.33482075992737,30.95820318019715,32.72438303484336,408.0203607528257,0.6207894065888489
40.007554,116.319842,0,107,2008-11-01,17:31:30,False,74.26359572480878,29.961835234470268,32.94583897804626,400.53796585658915,0.9326301725278372
40.007654,116.319755,0,115,2008-11-01,17:31:35,False,75.43265440823713,28.90965851189329,32.921669316126,404.2854021298167,1.0183389479346736
40.007678,116.319675,0,120,2008-11-01,17:31:40,False,74.5788121858944,29.01742592708157,32.813110998442355,404.4850704542072,0.9842845467093075
40.007666,116.319653,0,120,2008-11-01,17:31:45,False,74.36638272401423,28.2321166412955,32.54809466539728,406.95671443066686,1.4062290726669582
40.007662,116.319657,0,120,2008-11-01,17:31:50,False,75.17302586962016,29.73766650223248,31.666290304057284,405.6525065942071,1.0974583972455507
40.007662,116.319657,0,120,2008-11-01,17:31:53,False,74.04021509237499,29.24718352797641,31.162202779975992,411.1992001686081,1.0153882793846822
40.007654,116.319656,0,121,2008-11-01,17:31:55,False,75.65788005843473,30.78537395526184,31.814482342827613,405.0079954391457,0.9527652903323734
40.007643,116.319661,0,122,2008-11-01,17:32:00,False,74.00939095238509,29.511007357169923,31.464468284341887,403.19690375397363,0.8713333243996667
40.007647,116.319688,0,123,2008-11-01,17:32:05,False,75.35563307359246,28.71841471023854,31.264975269515965,411.3444023952664,0.9362231695611484
40.007647,116.319688,0,123,2008-11-01,17:32:08,False,74.54001594638433,28.098714913565324,31.10685436357365,405.6805738684553,1.0266566079508601
40.007643,116.319696,0,123,2008-11-01,17:32:10,False,75.47038804424518,28.268998525852997,32.45118872842116,406.56863863352766,0.8073657833169858
